Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.9,0.6,-0.3,0.696,0.672,0.704,0.502,0.327,0.688,0.646,0.674,0.637,0.476,0.268,0.655,0.646,0.737,0.617,0.5,0.303,0.677
RBF,1,0.01,-1.8,1.4,0.3,0.78,0.385,0.9,0.435,0.319,0.642,0.732,0.274,0.877,0.329,0.176,0.575,0.747,0.368,0.867,0.412,0.256,0.618
RBF,1,0.001,-1.3,1.6,-0.3,0.776,0.411,0.888,0.461,0.328,0.649,0.762,0.474,0.853,0.485,0.335,0.664,0.747,0.526,0.817,0.5,0.332,0.671
RBF,1,0.0001,0.2,0.8,0.5,0.78,0.219,0.95,0.314,0.256,0.585,0.803,0.253,0.977,0.365,0.371,0.615,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.233,1.0,0.0,0.378,0.0,0.5,0.241,1.0,0.0,0.388,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.8,0.6,-0.3,0.735,0.632,0.767,0.523,0.36,0.7,0.681,0.526,0.73,0.442,0.234,0.628,0.709,0.579,0.75,0.489,0.299,0.664
RBF,5,0.01,-2.8,2.2,-0.4,0.664,0.726,0.646,0.5,0.321,0.686,0.565,0.642,0.54,0.416,0.156,0.591,0.582,0.684,0.55,0.441,0.2,0.617
RBF,5,0.001,-2.0,3.2,0.0,0.76,0.466,0.85,0.469,0.324,0.658,0.706,0.389,0.807,0.39,0.198,0.598,0.722,0.421,0.817,0.421,0.238,0.619
RBF,5,0.0001,-1.1,1.2,-0.3,0.789,0.329,0.929,0.419,0.321,0.629,0.782,0.389,0.907,0.462,0.347,0.648,0.759,0.421,0.867,0.457,0.306,0.644
RBF,5,1e-05,-1.0,0.9,0.7,0.741,0.28,0.879,0.272,0.166,0.58,0.732,0.337,0.857,0.292,0.188,0.597,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.8,0.6,-0.3,0.738,0.632,0.771,0.526,0.365,0.702,0.681,0.526,0.73,0.442,0.234,0.628,0.709,0.579,0.75,0.489,0.299,0.664
RBF,10,0.01,-3.3,2.3,-0.4,0.703,0.712,0.7,0.526,0.357,0.706,0.559,0.611,0.543,0.401,0.132,0.577,0.582,0.684,0.55,0.441,0.2,0.617
RBF,10,0.001,-2.4,3.3,0.1,0.754,0.44,0.85,0.446,0.3,0.645,0.709,0.421,0.8,0.41,0.218,0.611,0.684,0.421,0.767,0.39,0.179,0.594
RBF,10,0.0001,-1.4,1.9,-0.4,0.738,0.522,0.804,0.48,0.309,0.663,0.714,0.558,0.763,0.484,0.296,0.661,0.684,0.632,0.7,0.49,0.292,0.666
RBF,10,1e-05,-1.0,0.8,0.4,0.741,0.28,0.879,0.272,0.166,0.58,0.732,0.337,0.857,0.292,0.188,0.597,0.759,0.0,1.0,0.0,0.0,0.5
